ERUP ID,NAME,VEI,START,END
16100,Lamongan,2,1896,1896
16793,Mayon,2,1896,1896
16118,Raung,2,1896,
15672,Tangkubanparahu,2,1896,1896
15999,Semeru,2,1896,1896
10715,Fuego,2,1896,
18311,Myojinsho,2,1896,
16042,Tengger Caldera,2,1896,
12266,Huequi,2,1896,
17981,Zaozan,2,1895,1895
21085,Akutan,2,1895,1895
16792,Mayon,2,1895,1895
17147,Kirishimayama,2,1895,1896
15557,Dempo,2,1895,1895
16547,Banua Wuhu,2,1895,1895
14944,Karkar,2,1895,1895
15998,Semeru,2,1895,1895
14614,Ruapehu,2,1895,1895
15005,Dakataua,2,1895,
13967,Barrier,2,1895,
11918,San Jose,2,1895,1897
12041,Llaima,2,1895,1896
11585,Cotopaxi,2,1895,
11508,Sumaco,2,1895,
12253,Calbuco,2,1894,1895
19095,Avachinsky,2,1894,1895
18622,Shikotsu,2,1894,1894
14301,Fournaise,2,1894,
18768,Kolokol Group,2,1894,1894
17979,Zaozan,2,1894,1894
14041,Nyamuragira,2,1894,
16726,Kanlaon,2,1894,1894
17759,Asamayama,2,1894,1894
17289,Asosan,2,1894,1894
17146,Kirishimayama,2,1894,1894
18621,Shikotsu,2,1894,1894
15887,Merapi,2,1894,1894
16759,Bulusan,2,1894,
15117,Bagana,2,1894,1895
18883,Alaid,2,1894,
20123,Pavlof,2,1894,
15997,Semeru,2,1893,1894
10455,Colima,2,1893,1902
12136,Villarrica,2,1893,1894
12040,Llaima,2,1893,1894
16099,Lamongan,2,1893,
16725,Kanlaon,2,1893,
16444,Lokon-Empung,2,1893,1894
11977,Chillan,2,1893,
16041,Tengger Caldera,2,1893,1893
15411,Sorikmarapi,2,1893,1893
15996,Semeru,2,1893,1893
16562,Awu,2,1893,
12265,Huequi,2,1893,
12208,Puyehue-Cordon Caulle,2,1893,
13563,Tongariro,2,1892,
13562,Tongariro,2,1892,1892
15291,Lopevi,2,1892,1893
13762,Etna,2,1892,1892
13761,Etna,2,1892,1892
16501,Karangetang,2,1892,
16373,Wurlali,2,1892,1892
15410,Sorikmarapi,2,1892,
15995,Semeru,2,1892,1892
13561,Tongariro,2,1892,1892
16758,Bulusan,2,1892,
20122,Pavlof,2,1892,
12039,Llaima,2,1892,
19776,Seguam,2,1891,
17145,Kirishimayama,2,1891,1891
12821,Grimsvotn,2,1891,1892
16790,Mayon,2,1891,1892
16098,Lamongan,2,1891,1891
15885,Merapi,2,1891,1892
10454,Colima,2,1891,1892
17144,Kirishimayama,2,1891,
11049,Concepcion,2,1891,1891
13760,Etna,2,1891,1891
11976,Chillan,2,1891,
11833,San Pedro-San Pablo,2,1891,
10806,Izalco,2,1891,1898
11361,Galeras,2,1891,
15659,Gede-Pangrango,2,1891,
18050,Akita-Komagatake,2,1890,1891
16417,Banda Api,2,1890,1890
10453,Colima,2,1890,
18082,Akita-Yakeyama,2,1890,
16789,Mayon,2,1890,1890
16097,Lamongan,2,1890,1891
15739,Slamet,2,1890,1890
16117,Raung,2,1890,1890
16688,Makian,2,1890,1890
16040,Tengger Caldera,2,1890,1890
13759,Etna,2,1890,1890
19428,Klyuchevskoy,2,1890,
19392,Ushkovsky,2,1890,
16096,Lamongan,2,1890,1890
14300,Fournaise,2,1890,1891
15107,Victory,2,1890,1935
13460,Soputan,2,1890,
10849,San Miguel,2,1890,1891
21004,Villarrica,2,1890,
17756,Asamayama,2,1889,
13802,Kirishimayama,2,1889,1889
16095,Lamongan,2,1889,1889
16546,Banua Wuhu,2,1889,1889
11938,Planchon-Peteroa,2,1889,1894
18730,Shiretoko-Iozan,2,1889,1889
11360,Galeras,2,1889,
14299,Fournaise,2,1889,1889
14613,Ruapehu,2,1889,
12038,Llaima,2,1889,1889
15438,Marapi,2,1889,1889
15994,Semeru,2,1889,1891
16286,Lewotobi,2,1889,
18646,Tokachidake,2,1889,
11917,San Jose,2,1889,1890
11892,Tupungatito,2,1889,1890
13896,Nisyros,2,1888,
16094,Lamongan,2,1888,1888
15883,Merapi,2,1888,1888
16184,Batur,2,1888,1888
18568,Hokkaido-Komagatake,2,1888,
13758,Etna,2,1888,1889
14972,Ritter Island,2,1888,1888
15247,Ambrym,2,1888,1888
17076,Kirishimayama,2,1888,1888
15437,Marapi,2,1888,1888
15993,Semeru,2,1888,1888
16158,Ebulobo,2,1888,
16310,Iliboleng,2,1888,
15657,Gede-Pangrango,2,1888,
15800,Sundoro,2,1887,1887
16093,Lamongan,2,1887,1888
15656,Gede-Pangrango,2,1887,1887
18620,Shikotsu,2,1887,1887
12820,Grimsvotn,2,1887,1889
15992,Semeru,2,1887,1887
16092,Lamongan,2,1887,1887
14899,Manam,2,1887,1895
18645,Tokachidake,2,1887,
16500,Karangetang,2,1887,1887
17143,Kirishimayama,2,1887,
15504,Kerinci,2,1887,1887
14971,Ritter Island,2,1887,1887
15991,Semeru,2,1887,1887
12037,Llaima,2,1887,1887
10804,Izalco,2,1887,1889
18081,Akita-Yakeyama,2,1887,
14790,Niuafo'ou,2,1887,
16715,Musuan,2,1886,
16038,Tengger Caldera,2,1886,1887
14466,White Island,2,1886,1886
15246,Ambrym,2,1886,
15655,Gede-Pangrango,2,1886,1886
13559,Tongariro,2,1886,
11000,Momotombo,2,1886,1887
16499,Karangetang,2,1886,1886
16037,Tengger Caldera,2,1886,1886
18619,Shikotsu,2,1886,1886
15436,Marapi,2,1886,1886
15990,Semeru,2,1886,1886
11584,Cotopaxi,2,1886,
14072,Irazu,2,1886,
14762,Metis Shoal,2,1886,
16756,Bulusan,2,1886,
20121,Pavlof,2,1886,
10759,Pacaya,2,1885,
16786,Mayon,2,1885,1885
15435,Marapi,2,1885,
16036,Tengger Caldera,2,1885,1886
14747,Tofua,2,1885,
14464,White Island,2,1885,
16309,Iliboleng,2,1885,1885
16560,Awu,2,1885,
11583,Cotopaxi,2,1885,
16116,Raung,2,1885,1885
16035,Tengger Caldera,2,1885,
15738,Slamet,2,1885,1885
16091,Lamongan,2,1885,1886
18618,Shikotsu,2,1885,1885
16925,Suwanosejima,2,1885,1885
11637,Tungurahua,2,1885,1885
10803,Izalco,2,1885,
11079,Irazu,2,1885,
16585,Gamkonora,2,1885,
14943,Karkar,2,1885,
15989,Semeru,2,1884,1885
16212,Rinjani,2,1884,1884
15556,Dempo,2,1884,1884
16652,Gamalama,2,1884,1884
17288,Asosan,2,1884,1884
10410,Santa Ana,2,1884,1884
10802,Izalco,2,1884,1884
10848,San Miguel,2,1884,1884
16090,Lamongan,2,1884,1884
14980,Langila,2,1884,
15245,Ambrym,2,1884,
11048,Concepcion,2,1884,1886
11582,Cotopaxi,2,1883,
18617,Shikotsu,2,1883,1883
10801,Izalco,2,1883,1883
16559,Awu,2,1883,1883
16498,Karangetang,2,1883,1883
15799,Sundoro,2,1883,
11581,Cotopaxi,2,1883,
19427,Klyuchevskoy,2,1883,1883
18762,Moyorodake [Medvezhia],2,1883,1883
13557,Tongariro,2,1883,
16089,Lamongan,2,1883,1883
11047,Concepcion,2,1883,1883
14857,St. Andrew Strait,2,1883,
13754,Etna,2,1883,1883
14193,Karthala,2,1883,1884
12819,Grimsvotn,2,1883,1883
15244,Ambrym,2,1883,
13922,Tair,2,1883,
18531,Guguan,2,1883,
19981,Makushin,2,1883,
20007,Akutan,2,1883,
20067,Shishaldin,2,1883,
11852,Lascar,2,1883,1885
12036,Llaima,2,1883,
12135,Villarrica,2,1883,
10847,San Miguel,2,1882,
10998,Momotombo,2,1882,
19426,Klyuchevskoy,2,1882,
17824,Kusatsu-Shiranesan,2,1882,1882
10800,Izalco,2,1882,
15798,Sundoro,2,1882,1882
11580,Cotopaxi,2,1882,1882
13715,Iya,2,1882,
14003,Lengai,2,1882,1883
19132,Zhupanovsky,2,1882,
15555,Dempo,2,1881,1881
18789,Milna,2,1881,
13556,Tongariro,2,1881,
16307,Leroboleng,2,1881,
11490,Guagua Pichincha,2,1881,
15554,Dempo,2,1881,
11325,Purace,2,1881,
11916,San Jose,2,1881,
19094,Avachinsky,2,1881,
10448,Colima,2,1880,1881
14002,Lengai,2,1880,
20465,Baker,2,1880,1880
17142,Kirishimayama,2,1880,
15553,Dempo,2,1880,
12373,Watt,2,1880,1880
11910,Villarrica,2,1880,
16233,Tambora,2,1880,
14192,Karthala,2,1880,
10798,Izalco,2,1879,1880
17755,Asamayama,2,1879,1879
15552,Dempo,2,1879,
18783,Chirpoi,2,1879,1879
11578,Cotopaxi,2,1879,1879
12134,Villarrica,2,1879,1879
10765,Santa Ana,2,1879,
19425,Klyuchevskoy,2,1879,
15987,Semeru,2,1879,
15408,Sorikmarapi,2,1879,
12311,Reclus,2,1879,
13749,Etna,2,1878,1883
15503,Kerinci,2,1878,
16848,Taal,2,1878,1878
10997,Momotombo,2,1878,
13555,Tongariro,2,1878,
19424,Klyuchevskoy,2,1878,
11324,Purace,2,1878,
11577,Cotopaxi,2,1878,1878
14761,Metis Shoal,2,1878,
12747,Hekla,2,1878,1878
11515,Isluga,2,1878,
11937,Planchon-Peteroa,2,1878,
14979,Langila,2,1878,
15037,Ulawun,2,1878,
14032,Meru,2,1878,
15880,Merapi,2,1878,1879
15986,Semeru,2,1878,
19830,Vsevidof,2,1878,
19839,Okmok,2,1878,
19093,Avachinsky,2,1878,
11386,Cumbal,2,1877,
14896,Manam,2,1877,1877
15985,Semeru,2,1877,
11881,Llullaillaco,2,1877,
16034,Tengger Caldera,2,1877,
15984,Semeru,2,1877,
12133,Villarrica,2,1877,1877
11974,Chillan,2,1877,
12035,Llaima,2,1877,1877
11832,San Pedro-San Pablo,2,1877,
11514,Isluga,2,1877,
19423,Klyuchevskoy,2,1877,
14736,Falcon Island,2,1877,
18206,Izu-Oshima,2,1876,1877
12313,Lautaro,2,1876,
18728,Shiretoko-Iozan,2,1876,1876
15431,Marapi,2,1876,1877
15430,Marapi,2,1876,
15488,Talang,2,1876,
16306,Leroboleng,2,1876,
12132,Villarrica,2,1875,1876
15737,Slamet,2,1875,1875
16558,Awu,2,1875,1875
17753,Asamayama,2,1875,
15736,Slamet,2,1875,1875
12034,Llaima,2,1875,1876
11851,Lascar,2,1875,
11212,Irazu,2,1875,
16483,Ruang,2,1874,
13748,Etna,2,1874,1874
16847,Taal,2,1874,
20160,Veniaminof,2,1874,
14293,Fournaise,2,1874,1874
14868,Bam,2,1874,
16087,Lamongan,2,1874,1874
13747,Etna,2,1874,
12131,Villarrica,2,1874,
17287,Asosan,2,1874,
15300,Lopevi,2,1874,
15502,Kerinci,2,1874,
18480,Farallon de Pajaros,2,1874,1876
16782,Mayon,2,1873,1873
13895,Nisyros,2,1873,1873
16712,Ragang,2,1873,1873
19679,Gareloi,2,1873,
16846,Taal,2,1873,
15541,Kaba,2,1873,1892
16305,Leroboleng,2,1873,
10795,Izalco,2,1872,1873
15879,Merapi,2,1872,1873
15983,Semeru,2,1872,1872
16086,Lamongan,2,1872,1872
11973,Chillan,2,1872,
12032,Llaima,2,1872,
12078,Quetrupillan,2,1872,
17860,Nikko-Shiranesan,2,1872,
14190,Karthala,2,1872,
16711,Ragang,2,1871,
15429,Marapi,2,1871,
13714,Iya,2,1871,
16651,Gamalama,2,1871,1871
16718,Camiguin,2,1871,1875
15428,Marapi,2,1871,
16482,Ruang,2,1871,1871
11432,Reventador,2,1871,
13965,Barrier,2,1871,
14125,Cameroon,2,1871,
13894,Nisyros,2,1871,
15243,Ambrym,2,1871,
15194,Tinakula,2,1871,
21005,Villarrica,2,1871,
11323,Purace,2,1870,
16085,Lamongan,2,1870,1871
15653,Gede-Pangrango,2,1870,1870
18333,Sumisujima,2,1870,
13553,Tongariro,2,1870,1870
16084,Lamongan,2,1870,1870
20464,Baker,2,1870,
18205,Izu-Oshima,2,1870,
15234,Aoba,2,1870,
10996,Momotombo,2,1870,
11575,Cotopaxi,2,1870,1876
11789,Ubinas,2,1869,
16083,Lamongan,2,1869,
11825,Isluga,2,1869,
13434,Tongariro,2,1869,
11489,Guagua Pichincha,2,1869,1869
16285,Lewotobi,2,1869,1869
17752,Asamayama,2,1869,1869
16082,Lamongan,2,1869,1869
12031,Llaima,2,1869,
10793,Izalco,2,1869,1869
11488,Guagua Pichincha,2,1869,
15193,Tinakula,2,1869,
12130,Villarrica,2,1869,1869
19911,Antuco,2,1869,
12310,Reclus,2,1869,
12237,Osorno,2,1869,
13433,Tongariro,2,1869,
14288,Fournaise,2,1869,
19017,Gorely,2,1869,
16779,Mayon,2,1868,
16284,Lewotobi,2,1868,
16649,Gamalama,2,1868,1869
15540,Kaba,2,1868,1869
11573,Cotopaxi,2,1868,1868
11487,Guagua Pichincha,2,1868,
16283,Lewotobi,2,1868,
16177,Iya,2,1868,
10196,Mauna Loa,2,1868,1868
11486,Guagua Pichincha,2,1868,1868
10709,Izalco,2,1868,1868
16575,Dukono,2,1868,
14124,Cameroon,2,1868,
11824,Isluga,2,1868,
10846,San Miguel,2,1867,1868
13450,Tengger Caldera,2,1867,1868
10945,Negro,2,1867,1867
17976,Zaozan,2,1867,
18614,Shikotsu,2,1867,
11788,Ubinas,2,1867,1867
15982,Semeru,2,1867,1867
10792,Izalco,2,1867,1867
13708,Iya,2,1867,
20283,Iliamna,2,1867,
11572,Cotopaxi,2,1867,
12003,Copahue,2,1867,
11571,Cotopaxi,2,1866,1866
15652,Gede-Pangrango,2,1866,
14804,Ofu-Olosega,2,1866,1866
13449,Tengger Caldera,2,1866,
10791,Izalco,2,1866,1866
20119,Pavlof,2,1866,
13887,Santorini,2,1866,1870
14123,Cameroon,2,1866,
12030,Llaima,2,1866,
16722,Kanlaon,2,1866,
13448,Tengger Caldera,2,1865,1865
15877,Merapi,2,1865,1871
20574,Hood,2,1865,1866
19422,Klyuchevskoy,2,1865,
16282,Lewotobi,2,1865,
15980,Semeru,2,1865,
15988,Tengger Caldera,2,1865,1865
14286,Fournaise,2,1865,1865
13744,Etna,2,1865,1865
14189,Karthala,2,1865,
14122,Cameroon,2,1865,
15115,Bagana,2,1865,1883
16261,Kelimutu,2,1865,
16704,Makaturing,2,1865,
11787,Ubinas,2,1865,
16647,Gamalama,2,1864,1865
13432,Tongariro,2,1864,1865
12185,Mocho-Choshuenco,2,1864,1864
12128,Villarrica,2,1864,
11211,Irazu,2,1864,1864
11245,Turrialba,2,1864,1865
13743,Etna,2,1864,1864
15921,Raung,2,1864,1864
16081,Lamongan,2,1864,1864
16497,Karangetang,2,1864,
10790,Izalco,2,1864,1865
13357,Vesuvius,2,1864,1868
16645,Gamalama,2,1864,1864
18478,Farallon de Pajaros,2,1864,
15949,Kelut,2,1864,1864
16333,Lewotolo,2,1864,
19910,Antuco,2,1863,
13869,Campi Flegrei Mar Sicilia,2,1863,
20460,Baker,2,1863,
15427,Marapi,2,1863,
13921,Tair,2,1863,
15298,Lopevi,2,1863,
15241,Ambrym,2,1863,1864
13552,Tongariro,2,1863,1864
11570,Cotopaxi,2,1863,
16643,Gamalama,2,1862,1862
12883,Bardarbunga,2,1862,1864
15848,Merapi,2,1862,1864
10845,San Miguel,2,1862,
13551,Tongariro,2,1862,
16777,Mayon,2,1862,
16717,Camiguin,2,1862,
11786,Ubinas,2,1862,
11971,Chillan,2,1861,1863
14612,Ruapehu,2,1861,
16281,Lewotobi,2,1861,1861
15426,Marapi,2,1861,
14284,Fournaise,2,1861,1861
11890,Tupungatito,2,1861,
15213,Suretamatai,2,1861,
15847,Merapi,2,1861,
16080,Lamongan,2,1861,
16871,Cagua,2,1860,
16238,Sangeang Api,2,1860,1860
15920,Raung,2,1860,
10711,Fuego,2,1860,1860
11970,Chillan,2,1860,
16033,Tengger Caldera,2,1860,1860
15978,Semeru,2,1860,1860
15735,Slamet,2,1860,1860
14283,Fournaise,2,1860,1860
16881,Babuyan Claro,2,1860,
11934,Planchon-Peteroa,2,1860,
11569,Cotopaxi,2,1860,1862
11705,Negra,2,1860,
11321,Purace,2,1860,
15919,Raung,2,1859,
20458,Baker,2,1859,1860
18867,Ebeko,2,1859,
20573,Hood,2,1859,1859
12127,Villarrica,2,1859,1860
14282,Fournaise,2,1859,1859
16079,Lamongan,2,1859,1859
16032,Tengger Caldera,2,1859,1859
16392,Serua,2,1859,
14186,Karthala,2,1859,
11568,Cotopaxi,2,1859,
11019,Masaya,2,1858,1859
14281,Fournaise,2,1858,1859
11567,Cotopaxi,2,1858,1858
16031,Tengger Caldera,2,1858,
11850,Lascar,2,1858,1858
16030,Tengger Caldera,2,1858,
16710,Ragang,2,1858,
10787,Izalco,2,1858,1859
13615,Mayon,2,1858,1858
16391,Serua,2,1858,
14185,Karthala,2,1858,
14760,Metis Shoal,2,1858,
20457,Baker,2,1858,
10995,Momotombo,2,1858,1866
10844,San Miguel,2,1857,
10708,Fuego,2,1857,
11636,Tungurahua,2,1857,
15977,Semeru,2,1857,1857
15192,Tinakula,2,1857,
13134,Fogo,2,1857,1857
20554,St. Helens,2,1857,
10786,Izalco,2,1857,1857
13549,Tongariro,2,1857,1857
18644,Tokachidake,2,1857,
14184,Karthala,2,1857,
16029,Tengger Caldera,2,1857,
13614,Mayon,2,1857,
16872,Camiguin de Babuyanes,2,1857,
11566,Cotopaxi,2,1857,
11017,Masaya,2,1856,1857
16709,Ragang,2,1856,
11565,Cotopaxi,2,1856,1856
16874,Didicas,2,1856,1860
10706,Fuego,2,1856,1856
16028,Tengger Caldera,2,1856,
15976,Semeru,2,1856,
10785,Izalco,2,1856,1856
11564,Cotopaxi,2,1856,
15398,Telong,2,1856,
17285,Asosan,2,1856,1856
16078,Lamongan,2,1856,1856
10705,Fuego,2,1856,1856
15212,Suretamatai,2,1856,
10843,San Miguel,2,1855,
11563,Cotopaxi,2,1855,
15425,Marapi,2,1855,1856
10704,Fuego,2,1855,1855
15191,Tinakula,2,1855,
14183,Karthala,2,1855,
19092,Avachinsky,2,1855,1855
11243,Turrialba,2,1855,
13613,Mayon,2,1855,
16915,Io-Torishima,2,1855,1855
18836,Sinarka,2,1855,
13830,Chyulu Hills,2,1855,
13548,Tongariro,2,1855,
12236,Osorno,2,1855,
11562,Cotopaxi,2,1854,
19158,Karymsky,2,1854,
15422,Marapi,2,1854,
19091,Avachinsky,2,1854,
18781,Chirpoi,2,1854,
10784,Izalco,2,1854,1854
11561,Cotopaxi,2,1854,
17284,Asosan,2,1854,
11879,Llullaillaco,2,1854,
10994,Momotombo,2,1854,1854
20553,St. Helens,2,1854,1854
14774,Late,2,1854,
14746,Tofua,2,1854,
20455,Baker,2,1854,
11091,Rincon de la Vieja,2,1854,1863
12815,Grimsvotn,2,1854,
19090,Avachinsky,2,1853,1854
18961,Mutnovsky,2,1853,1854
15539,Kaba,2,1853,
12126,Villarrica,2,1853,
19421,Klyuchevskoy,2,1853,1854
20552,St. Helens,2,1853,1853
15551,Dempo,2,1853,
18960,Mutnovsky,2,1853,
11090,Rincon de la Vieja,2,1853,
11242,Turrialba,2,1853,
20454,Baker,2,1852,1853
10873,Cosiguina,2,1852,
17540,Niigata-Yakeyama,2,1852,1853
16332,Lewotolo,2,1852,1852
13740,Etna,2,1852,1853
19420,Klyuchevskoy,2,1852,
11015,Masaya,2,1852,1852
15650,Gede-Pangrango,2,1852,1852
17638,Maly Semyachik,2,1852,1852
18959,Mutnovsky,2,1852,
13133,Fogo,2,1852,1852
10192,Mauna Loa,2,1852,1852
19419,Klyuchevskoy,2,1852,1852
19157,Karymsky,2,1852,
14121,Cameroon,2,1852,
14768,Home Reef,2,1852,
10993,Momotombo,2,1852,
11559,Cotopaxi,2,1852,
12027,Llaima,2,1852,1853
19089,Avachinsky,2,1851,1852
17637,Maly Semyachik,2,1851,
12429,Pelee,2,1851,1852
11558,Cotopaxi,2,1851,
15948,Kelut,2,1851,
15975,Semeru,2,1851,
12234,Osorno,2,1851,
10944,Negro,2,1850,1850
20551,St. Helens,2,1850,1850
10783,Izalco,2,1850,
15088,Rabaul,2,1850,
11557,Cotopaxi,2,1850,
21006,Villarrica,2,1850,
15734,Slamet,2,1849,
16640,Gamalama,2,1849,1850
16331,Lewotolo,2,1849,
16077,Lamongan,2,1849,1849
15875,Merapi,2,1849,1849
16182,Batur,2,1849,
18788,Milna,2,1849,
11088,Rincon de la Vieja,2,1849,
10992,Momotombo,2,1849,
15973,Semeru,2,1848,
15649,Gede-Pangrango,2,1848,
20549,St. Helens,2,1848,
20002,Akutan,2,1848,
15972,Semeru,2,1848,
17618,Kharimkotan,2,1848,
19418,Klyuchevskoy,2,1848,
11847,Lascar,2,1848,
15775,Dieng Volcanic Complex,2,1847,
15648,Gede-Pangrango,2,1847,1847
15712,Guntur,2,1847,1847
16076,Lamongan,2,1847,
11210,Irazu,2,1847,
13132,Fogo,2,1847,1847
16075,Lamongan,2,1847,1847
20548,St. Helens,2,1847,1847
15733,Slamet,2,1847,
16637,Gamalama,2,1847,1847
16351,Tara,2,1847,1852
11950,Azul,2,1846,1853
13868,Campi Flegrei Mar Sicilia,2,1846,1846
16211,Rinjani,2,1846,1846
16390,Serua,2,1846,
20117,Pavlof,2,1846,1846
15671,Tangkubanparahu,2,1846,
16636,Gamalama,2,1846,1846
15872,Merapi,2,1846,
10758,Pacaya,2,1846,
10581,Orizaba,2,1846,
18203,Izu-Oshima,2,1846,
17617,Kharimkotan,2,1846,
16466,Mahawu,2,1846,
15421,Marapi,2,1845,1845
20116,Pavlof,2,1845,
15486,Talang,2,1845,
18125,Iwakisan,2,1845,
11556,Cotopaxi,2,1845,
19905,Antuco,2,1845,1845
16425,Soputan,2,1845,
15647,Gede-Pangrango,2,1845,1845
15971,Semeru,2,1845,1845
18767,Kolokol Group,2,1845,1846
14272,Fournaise,2,1844,
16027,Tengger Caldera,2,1844,
13547,Tongariro,2,1844,1845
15970,Semeru,2,1844,1844
16388,Serua,2,1844,1844
10841,San Miguel,2,1844,1848
10782,Izalco,2,1844,1844
13707,Iya,2,1844,
11087,Rincon de la Vieja,2,1844,
18124,Iwakisan,2,1844,
14271,Fournaise,2,1844,1844
11555,Cotopaxi,2,1844,
15711,Guntur,2,1843,1843
13739,Etna,2,1843,1843
15485,Talang,2,1843,
16074,Lamongan,2,1843,1844
15632,Gede-Pangrango,2,1843,
10644,Atitlan,2,1843,
18793,Ketoi,2,1843,1846
16633,Gamalama,2,1843,1843
16026,Tengger Caldera,2,1843,
16476,Tangkoko-Duasudara,2,1843,1846
18758,Chirippusan [Chirip],2,1843,
11428,Reventador,2,1843,
13738,Etna,2,1842,1842
13188,Deception Island,2,1842,
16025,Tengger Caldera,2,1842,1842
15969,Semeru,2,1842,1842
15501,Kerinci,2,1842,
16845,Taal,2,1842,
10781,Izalco,2,1842,
20064,Shishaldin,2,1842,
11208,Irazu,2,1842,
15709,Guntur,2,1841,1841
13353,Vesuvius,2,1841,1850
16073,Lamongan,2,1841,1842
16966,Kuchinoerabujima,2,1841,1841
14562,Tongariro,2,1841,
21007,Villarrica,2,1841,
15708,Guntur,2,1840,1840
16708,Ragang,2,1840,1840
16479,Ruang,2,1840,
16965,Kuchinoerabujima,2,1840,
19417,Klyuchevskoy,2,1840,
11319,Purace,2,1840,
17530,Midagahara,2,1839,
19969,Buckle Island,2,1839,
16629,Gamalama,2,1839,1839
15390,Seulawah Agam,2,1839,1839
15397,Telong,2,1839,1839
13608,Mayon,2,1839,
15550,Dempo,2,1839,
14120,Cameroon,2,1838,
15950,Lamongan,2,1838,
13737,Etna,2,1838,1839
16072,Lamongan,2,1838,1838
15968,Semeru,2,1838,1838
12814,Grimsvotn,2,1838,
17283,Asosan,2,1838,
16628,Gamalama,2,1838,1838
16114,Raung,2,1838,
15500,Kerinci,2,1838,
20063,Shishaldin,2,1838,
10780,Izalco,2,1838,1840
12124,Villarrica,2,1837,1837
12233,Osorno,2,1837,
17282,Asosan,2,1837,
15396,Telong,2,1837,
15870,Merapi,2,1837,1838
10643,Atitlan,2,1837,
11932,Planchon-Peteroa,2,1837,
12365,Soufriere Guadeloupe,2,1836,1837
15707,Guntur,2,1836,
15967,Semeru,2,1836,1836
16478,Ruang,2,1836,1836
14461,White Island,2,1836,
10779,Izalco,2,1836,
21008,Villarrica,2,1836,
18267,Miyakejima,2,1835,
15732,Slamet,2,1835,1835
17281,Asosan,2,1835,
16545,Banua Wuhu,2,1835,1835
20546,St. Helens,2,1835,
11318,Purace,2,1835,
16627,Gamalama,2,1835,
16911,Yokoate-jima,2,1835,
15945,Kelut,2,1835,
16024,Tengger Caldera,2,1835,
11931,Planchon-Peteroa,2,1835,
15706,Guntur,2,1834,1835
12177,Michinmahuida,2,1834,
15537,Kaba,2,1834,
18033,Chokaisan,2,1834,1834
16707,Ragang,2,1834,
11146,Poas,2,1834,
11357,Galeras,2,1834,
13920,Tair,2,1833,
18866,Ebeko,2,1833,
15536,Kaba,2,1833,1833
15484,Talang,2,1833,
15705,Guntur,2,1833,
16626,Gamalama,2,1833,
17975,Zaozan,2,1833,
10642,Atitlan,2,1833,
15830,Soputan,2,1833,
15420,Marapi,2,1833,1834
15869,Merapi,2,1832,1836
12123,Villarrica,2,1832,
13736,Etna,2,1832,1832
15704,Guntur,2,1832,1832
17141,Kirishimayama,2,1832,
15966,Semeru,2,1832,
15381,Barren Island,2,1832,
15703,Guntur,2,1832,
17974,Zaozan,2,1831,
16625,Gamalama,2,1831,1831
11285,Ruiz,2,1831,
15965,Semeru,2,1830,1830
16023,Tengger Caldera,2,1830,1830
17280,Asosan,2,1830,1832
20052,Fisher,2,1830,
16022,Tengger Caldera,2,1830,
17278,Asosan,2,1830,1830
16071,Lamongan,2,1830,1830
16157,Ebulobo,2,1830,
14179,Karthala,2,1830,
14895,Manam,2,1830,
19793,Yunaska,2,1830,
17973,Zaozan,2,1830,
19156,Karymsky,2,1830,
11785,Ubinas,2,1830,
11484,Guagua Pichincha,2,1830,
16021,Tengger Caldera,2,1829,1829
11903,Maipo,2,1829,
11284,Ruiz,2,1829,
17277,Asosan,2,1829,
15669,Tangkubanparahu,2,1829,1829
16443,Lokon-Empung,2,1829,
15964,Semeru,2,1829,
16070,Lamongan,2,1829,1829
15702,Guntur,2,1829,
15406,Sorikmarapi,2,1829,
10701,Fuego,2,1829,
11888,Tupungatito,2,1829,
19903,Antuco,2,1828,
15868,Merapi,2,1828,1828
11283,Ruiz,2,1828,
17276,Asosan,2,1828,
15701,Guntur,2,1828,1828
14178,Karthala,2,1828,
19087,Avachinsky,2,1828,
11317,Purace,2,1827,
17275,Asosan,2,1827,1828
13606,Mayon,2,1827,1828
15700,Guntur,2,1827,
17274,Asosan,2,1827,
10640,Atitlan,2,1827,
20061,Shishaldin,2,1827,1829
20042,Westdahl,2,1827,1830
16716,Camiguin,2,1827,
14460,White Island,2,1826,
10639,Atitlan,2,1826,
15774,Dieng Volcanic Complex,2,1826,1826
15668,Tangkubanparahu,2,1826,1826
17273,Asosan,2,1826,1826
11302,Tolima,2,1826,1826
11902,Maipo,2,1826,
10700,Fuego,2,1826,
16069,Lamongan,2,1826,
21009,Villarrica,2,1826,
16020,Tengger Caldera,2,1825,1825
15731,Slamet,2,1825,
15699,Guntur,2,1825,1825
11301,Tolima,2,1825,
11817,Guallatiri,2,1825,
20114,Pavlof,2,1825,
20059,Shishaldin,2,1825,
10778,Izalco,2,1825,
18792,Prevo Peak,2,1825,
18506,Pagan,2,1825,
13412,Dieng Volcanic Complex,2,1825,
15942,Kelut,2,1825,
16844,Taal,2,1825,
16496,Karangetang,2,1825,
14119,Cameroon,2,1825,
13127,Lanzarote,2,1824,1824
16413,Banda Api,2,1824,1824
16068,Lamongan,2,1824,1824
13924,Zubair Group,2,1824,
11355,Galeras,2,1823,1823
12813,Grimsvotn,2,1823,
13223,Candlemas Island,2,1823,
13206,Bristol Island,2,1823,
11206,Irazu,2,1823,
16019,Tengger Caldera,2,1822,1823
11914,San Jose,2,1822,1838
